   2,
   5,   3,
  12,   4,
   2,   2,
   2,   2,
   0.000000000000000E+00,   0.000000000000000E+00,   0.000000000000000E+00,   0.333333333300000E+00,   0.666666666600000E+00,   0.100000000000000E+01,   0.100000000000000E+01,   0.100000000000000E+01,
   0.000000000000000E+00,   0.000000000000000E+00,   0.000000000000000E+00,   0.100000000000000E+01,   0.100000000000000E+01,   0.100000000000000E+01,
   0.000000000000000E+00,   0.000000000000000E+00,   0.100000000000000E+01,
   0.000000000000000E+00,   0.100000000000000E+01,   0.100000000000000E+01,
   0.000000000000000E+00,   0.200000000000000E+01,   0.100000000000000E+01,
   0.833333300000000E+00,   0.000000000000000E+00,   0.100000000000000E+01,
   0.833333300000000E+00,   0.100000000000000E+01,   0.100000000000000E+01,
   0.833333300000000E+00,   0.200000000000000E+01,   0.100000000000000E+01,
   0.250000000000000E+01,   0.000000000000000E+00,   0.100000000000000E+01,
   0.250000000000000E+01,   0.100000000000000E+01,   0.100000000000000E+01,
   0.250000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.416666700000000E+01,   0.000000000000000E+00,   0.100000000000000E+01,
   0.416666700000000E+01,   0.100000000000000E+01,   0.100000000000000E+01,
   0.416666700000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.500000000000000E+01,   0.000000000000000E+00,   0.100000000000000E+01,
   0.500000000000000E+01,   0.100000000000000E+01,   0.100000000000000E+01,
   0.500000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.000000000000000E+00,   0.000000000000000E+00,   0.000000000000000E+00,   0.100000000000000E+00,   0.200000000000000E+00,   0.300000000000000E+00,   0.400000000000000E+00,   0.500000000000000E+00,   0.600000000000000E+00,   0.700000000000000E+00,   0.800000000000000E+00,   0.900000000000000E+00,   0.100000000000000E+01,   0.100000000000000E+01,   0.100000000000000E+01,
   0.000000000000000E+00,   0.000000000000000E+00,   0.000000000000000E+00,   0.500000000000000E+00,   0.100000000000000E+01,   0.100000000000000E+01,   0.100000000000000E+01,
  -0.281672870716030E-16,   0.200000000000000E+01,   0.100000000000000E+01,
  -0.235368615953076E-16,   0.249900000000000E+01,   0.100000000000000E+01,
  -0.173679746824269E-17,   0.349700000000000E+01,   0.100000000000000E+01,
   0.000000000000000E+00,   0.399600000000000E+01,   0.100000000000000E+01,
   0.250000000000000E+00,   0.200000000000000E+01,   0.100000000000000E+01,
   0.250000000000000E+00,   0.249900000000000E+01,   0.100000000000000E+01,
   0.250000000000000E+00,   0.349700000000000E+01,   0.100000000000000E+01,
   0.250000000000000E+00,   0.399600000000000E+01,   0.100000000000000E+01,
   0.750000000000000E+00,   0.200000000000000E+01,   0.100000000000000E+01,
   0.750000000000000E+00,   0.249900000000000E+01,   0.100000000000000E+01,
   0.750000000000000E+00,   0.349700000000000E+01,   0.100000000000000E+01,
   0.750000000000000E+00,   0.399600000000000E+01,   0.100000000000000E+01,
   0.125000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.125000000000000E+01,   0.249900000000000E+01,   0.100000000000000E+01,
   0.125000000000000E+01,   0.349700000000000E+01,   0.100000000000000E+01,
   0.125000000000000E+01,   0.399600000000000E+01,   0.100000000000000E+01,
   0.175000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.175000000000000E+01,   0.249900000000000E+01,   0.100000000000000E+01,
   0.175000000000000E+01,   0.349700000000000E+01,   0.100000000000000E+01,
   0.175000000000000E+01,   0.399600000000000E+01,   0.100000000000000E+01,
   0.225000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.225000000000000E+01,   0.249900000000000E+01,   0.100000000000000E+01,
   0.225000000000000E+01,   0.349700000000000E+01,   0.100000000000000E+01,
   0.225000000000000E+01,   0.399600000000000E+01,   0.100000000000000E+01,
   0.275000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.275000000000000E+01,   0.249900000000000E+01,   0.100000000000000E+01,
   0.275000000000000E+01,   0.349700000000000E+01,   0.100000000000000E+01,
   0.275000000000000E+01,   0.399600000000000E+01,   0.100000000000000E+01,
   0.325000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.325000000000000E+01,   0.249900000000000E+01,   0.100000000000000E+01,
   0.325000000000000E+01,   0.349700000000000E+01,   0.100000000000000E+01,
   0.325000000000000E+01,   0.399600000000000E+01,   0.100000000000000E+01,
   0.375000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.375000000000000E+01,   0.249900000000000E+01,   0.100000000000000E+01,
   0.375000000000000E+01,   0.349700000000000E+01,   0.100000000000000E+01,
   0.375000000000000E+01,   0.399600000000000E+01,   0.100000000000000E+01,
   0.425000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.425000000000000E+01,   0.249900000000000E+01,   0.100000000000000E+01,
   0.425000000000000E+01,   0.349700000000000E+01,   0.100000000000000E+01,
   0.425000000000000E+01,   0.399600000000000E+01,   0.100000000000000E+01,
   0.475000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.475000000000000E+01,   0.249900000000000E+01,   0.100000000000000E+01,
   0.475000000000000E+01,   0.349700000000000E+01,   0.100000000000000E+01,
   0.475000000000000E+01,   0.399600000000000E+01,   0.100000000000000E+01,
   0.500000000000000E+01,   0.200000000000000E+01,   0.100000000000000E+01,
   0.500000000000000E+01,   0.249900000000000E+01,   0.100000000000000E+01,
   0.500000000000000E+01,   0.349700000000000E+01,   0.100000000000000E+01,
   0.500000000000000E+01,   0.399600000000000E+01,   0.100000000000000E+01,
